class, rating, comment
neg,1,"Porcaria,horrível,péssimo	Esse cocô que chamam de aplicativo só trava e quando eu to na cozinha trava la e ñ da pra passar de cômodo e além disso imita o Pou que é bem melhor."
neg,1,"Chato	A tela é peqena demais e trava quando eu quero  mudar de lugar"
neg,1,"Nao consigo baixar . Quando chega no 90% para"
neg,2,"Até q a ideia é boa	olha a idéia é legal, mas é muito lento, se vcs atualizarem e o deixarem mais rápido ia ficar ótimo. Mas por enquanto não tem como joga-lo."
neg,1,"Pessimo	Nao da pra baixar, esse lixo trava"
neg,1,"Mt ruim serio msm	Da erro do mp3 toda hr uma bosta."
neg,1,"Detestei	Gente naum recomendo super ruim detesteii horrivel recomendo pou pessoal bem melhor"
neg,1,"Pessimo	Nao recomendo nao baixem é uma porcaria total trava muito.  Recomendo: pou e  litte pet shop"
neg,1,"Uma merda	Imitaçao porcariia do Pou .. nao baixem é mtoo ruim"
neg,1,"Não presta	Mto ruim eu detestei. Por favor não baixem essa merda."
neg,1,"Pessimo	Eeu odieii pqq trravoi meeuu cellll naumm abaaixxem"
neg,1,"No meu nao entra fala que o aplicativo nao funciona"
neg,1,"Mais somenos	Não sei se ele e bom ne vamos ver"
neg,1,"Não entra	No tablet a tela ficou pequena e Tudo preto depois apareceu forcar fechamento"
neu,3,"Bomzinho	Mais ou menos"
neg,1,"Xperia E	Não pegaa e ainda deixa o celular lentissimo"
pos,5,"Fofo	Muito Lento. Nao abriu"
pos,5,"Mt bom	Fofo de ++++"
neg,1,"Essa desgraça nao abriu no meu motorola blur !!!!!"
pos,4,"Mais ou menos	E muito lento"
pos,5,"Muito bom!	A cada atualização melhor!"
pos,5,"Otimo	Muito bom D+++++++++"
pos,5,"Otimo	É um otimo passa tempo"
neg,1,"Péssimo!	O jogo demora pra carregar e quando carrega fala que é invalido . Dei uma estrelinha porque nao tem como nao dar nenhuma! :/"
pos,4,"Estou instalando	Nao sei se e bom mais estou instalando"
neg,2,"Não esta querendo baixar	Eu estou tentando baixar desde ontem, mais quando terminando de baixar, fala que o pacote é invalido."
neg,1,"tela preta	O app na primeira instalacao funcionou sem problemas. Mas qdo fechei e voltei a jogar ele inicia e fica uma tela preta e fecha. Pra eu conseguir jogar tenho q desinstalar tudo instalar novamente, jogando tudo do inicio. ARRUMEM ESSA FALHA!!!!"
pos,5,"Bom	Muito bom mesmo"
neu,3,"Esse jogo é muito bom"
pos,5,"Esse jogo e d+ muito bom"
neg,1,"Demora bué tempo a carregar e depois n da para jogar"
neg,1,"Merda de jogo!	Vocês aí que falaram que é ótimo, me diz oque é hà de bom nesse jogo?   1° — Demora mais de cinco minutos para baixar, quando a barra de dowload está em \"98%\" trava e fica mais ou menos dois minutos parada.  2° — Depois de um milénio esperando o Dowload, quando voce abre o aplicativo e escolhe a opção \"jogar\" do menu principal TRAVA.   3° —  Após travar, as imagens e/ou letras embaçam e codificam.  4° — O jogo fecha sozinho, e quando reabro, o Menu principal trava novamente.  Uma porcaria de jogo, nunca tiv"
pos,5,"E de mais	E muito bom"
pos,5,"Muitoooooo legalllllllllll	Excelente mas demora um pouco para baixar"
pos,5,"Love	Amo esse jogo tenho no meu not e agora aqui obaa"
pos,5,"Baixando	Nao tem problema o tempo q demora pra baixar  Mas espero q entre se nao entrar vou ficar com muita raiva"
neg,1,"Nao gostei	Faz 49 minutos que estou baixando e ate agora nao baixou!!nao merecia nem \"1\" estrela."
pos,5,"E bom	Ebom"
pos,4,"Muito bom	Liberem as fases do jogo...isso seria formidavel"
neg,2,"E OTIMO, MAS....	-Dps de um certo nivel, vc tem que pagar, e fica chato isso poxa. Queremos jogos gratis. Pois ja pagamos, esse jogos comprando o aparelho, pagando impostos. Etc. A , gostei tanto desse e do Diner Dash, mas essas coisas de ter que pagar irrita. O mundo não gira em volta de dinheiro. Pelo menos o Diner Dash, poderia ser TOTALMENTE GRATIS"
pos,4,"É legal mas	É legal mas depois de alguns nivens tem que paga é po isso que perde uma estrela minha"
neu,3,"Legal	E bom mais num certo nivel tem q pagar"
pos,5,"Muito bom	Eu jogava no computador pensando q nao tinha  cel"
neg,2,"sei la to baixando	parece ser legal mas demora muito pra baixar  isso q é o ruim"
pos,5,"Jogo muito bom"
neu,3,"Amei	Eu gostei mais tem que pagar"
pos,5,"Muito bom	Eu gostei muito e uma boa des trasao"
pos,5,"Instalandoo	Pelos os comentários,  Parece ser legal,  :-)"
neg,1,"Ruim d++ msmo	Nossa nem abre plis resolva isso"
pos,4,"É simples	É mais ou menos"
pos,5,"Fantastic	Fantástico the gama ameii<3"
pos,5,"Adoro!	Mto bom, e sim, tem que pagar para continuar, mas é só ler né gente! Eles informam sim, deixem de preguiça e leiam as infos antes de reclamar!"
neg,2,"Jogo bom! Mas se gostar tem que comprar!	Ele é um ótimo jogo. Mas só se comprar porque ele gratuito tem poucas fases. Que pena!"
neg,2,"Mais ou menos	Eu acho que deveria ser TOTALMENTE grátis,sem nenhuma cobrança!"
pos,4,"É legal	Bem legal naum trava"
neu,3,"Ta baixando	É ta baixando ta demorando muito ñ sei se é bom"
pos,4,"Galaxy pocketpocket	Baixei no meu tablete e é show, mais no meu celular não consigo,"
pos,4,"Tem que pagar!	Gosto demais , mais depois de passar para o outro restaurantes tem qe pagar , e eu nao vou pagar isso .. tchau . Desinstalando .obrigado pelos 15 minutos de jogo ..... me diverti"
neg,1,"Mais ou menos..	O ruim dos jogos da Dash é que eles dizem ser gratuitos mas depois de um certo nível você tem que pagar, o pior é que os jogos são legais e isso da mais raiva ainda. Ok, se é pra pagar eles podiam botar isso da descrição."
neg,1,"Demora	Demora muito pra baixar n aguento mais axo q vou cancelar e procurar outro kkk"
pos,5,"Legal	Demoro para baixar mas o jogo e legal<3"
pos,5,"Hey	Vamos ver , pelos comentarios u dizem que e bom outros disem que nao , vou abaixar nao vai me custa nada , for Ruin desinstalo"
pos,5,"Otimo	Agora tudo ficou melhor xom o novo jogo diner dash"
neg,1,".l.	Maan vsf quem invento essa porkaria"
neg,1,"N gostei	E mt ruim pq nem tive aa oportunidade de jogar trava mt"
pos,5,"Legal	Eu adr esse jogo"
neg,1,"Ruim	Não gastem seu tempo baixamdo esa!@#$/ e muinto ruin eu so do uma istrela porque e obrigatorio"
neu,3,"Adoreii	Baixeii ele super rapido menos de 3 minutos . Gostei muito desse app mais o ruim ee que a continuaçao dele e paga. Tirando o fato dele ser pago gosteii muiito ele ee otimo pra passar o tempo"
pos,5,"Super humaximo	Sempre quis achar esse jogoo!!!!"
neg,2,"Vou ver	Estou baixando"
neg,2,"Ruim	Não da para jogar, eu vou jogar o nivel 5 eu completo ele e clico em continuar ai ele vouta para o mapa e eu não consigo jogar e não conta que eu passei o nivel, não recomendo"
neg,1,"Pqp	Pq. Fazem isso diz que é gratis. Vao a merda."
neg,1,"Pessimo	Não o jogo ate que è legauzinho mais se vc chegar ao level 6 vc tem que pagar e èuma bosta"
neg,1,"Ruim d+	Eu ñ consIgor jogar horrível péssimo...."
neg,1,"Pago	Enganação!!! Diz que eh gratis porem so da pra jogar ate o nivel 6 depois tem que pegar mais de R$6,00 !!! Um absurdo!!!"
pos,4,"Bom	Gostei muito.."
pos,5,"massa demais	É muito legal!!!"
neu,3,"Demora...	Demora pra baixar"
neg,1,"Ruuuuim	ojogo em si eh legal mas nao passa do level 6 pois tem qe pagar pra continuar afs tremenda sacanem"
pos,4,"Boom	Adorei"
neu,3,"Tablet tab.2	E legal porém só vai ate o nível 6 depois tenque pagar por isso e que vou dar 3 estrelas"
neu,3,"Bom	Este jogo é bom..."
neg,2,"Divertido	Só vai até a fase 6 pfvr né"
pos,5,"Adoro	Viciante :)"
pos,4,"Ótimo!!!	Eu simplismente adoreii..."
pos,5,"Muito boom	Adoreii"
neg,2,"Demora muito a instalar...	E ainda por cima não parece bom!"
pos,5,"nick	vicia nossa hum"
neg,1,"Ruim	Essa porcaria e muito ruim não vale a pena"
pos,5,"Consegui	Graças a esse app eu consegui pegar a esfera de uma estrela"
neu,3,"Achei	encontre em todas as esferas do dragão vocês estão todos fudidos agora kkk"
neu,3,"Mais ou menos	Mais ou menos"
pos,5,"Este ap detecta pessoas(deve ser bom pra usar no esconde -esconde)"
pos,5,"Ótimo adorei	Uuuuuaaaauuu daqui a pouco o shelongui vem aqui kkkkkkk"
pos,5,"Bem legal	Achei o aplicativo muito bacana.Da pra se distrair bastante com o app. Todo fã do anime vai gostar."
pos,5,"Uhu úuuuuuuuuuuu	Tem uma esfera do dragao em toda a minha casa fis um desejo ter 10 desejos e um monte de coisa que eu possa qurer"
pos,4,"Legal	Pô, legal, só qui quando vc anda, as esferas não se aproximam..."
neu,3,"Normal	Estou baixado vq a bom"
neg,2,"Nada a ve	É estranho eu não sei como usar"
pos,5,"Adora	Tinha uma esfera do lado da minha casa era na casa do vizinho kkkkk"
pos,5,"Divertido	Realmente mto divertido. Recomendo"
neg,2,"Ajuda	Alguem explica como se joga"
pos,5,"Cara muito manero	Muito divertido vale apena ter."
pos,4,"+ou-	Como faço pra pega-las?"
neg,1,"Pedro enrique	pessimo nao gostei muito util pra mim nao existe exfera  do dragao e um anime  no desenho que existe crianças que acredita nisso se existisse eo faria o meu  desejo  (1) ser rico claro né (2) ser o mais poderos com poderes incrivel mente  forte  (3) eo consegui todos os homens do mundo pra mim"
neg,1,"Não presta	E uma porcaria"
pos,5,"Maneiro	Muito bom mais pena que as esferas n existem"
pos,5,"Excelente	Onde vc fica????naum tem nenhum ponto pra dizer ond tu ta"
pos,5,"Me ajudem	O que é aquela bolinha piscando"
pos,5,"Irado	Nao e a renata barbosa e o subrinho dela como eu acho as esferas? Aaaaaaaaaaaaaaaaaaaaa to ficando doido"
neu,3,"Ham?	Como pega as esferas"
pos,5,"Que azarrr	Eu achei 2 esfera uma tava na casa da sogra. Vish entrei de penetra(esfera de 6 estrela). A otra eu tive que sugar a água dum rio poluido (3 estrela) ai eu ia procurar +... So q tem uma la no japão... Porra... Tomara q um japa ache e ponha pra vender.-. Eu compro :D"
pos,5,"Eu amei.	Esse aplicativo é muito legal,eu já estou achando a minha primeira esfera do DRAGÃO."
pos,5,":-)	Tem duas no mar vou la?"
neu,3,"Oque quero	Quero achar logo essaas coisas vo pedir 3 desejos.1 fazer o 3G prestar, 2 ser o dragao com os poderes e forma que sempre quis ( e deixar esse dragao das esferas no chinelo), 3 fazer avatar passar no tc premium em hd de noite numa sexta chuvosa, 3 criar aulas in-line pra criancas deixando escolas inuteis. Sonho meuuuuu  sonho meuuuuuu"
neg,1,"Pal no cu	Isso e em cu ne pessoal não baixem"
pos,5,"Recomendo	Galera eu sou fã da série achei bom esse aplicativo mas vou falar a verdade eu já consegue pegar 2 esferas do dragon."
pos,5,"Adoei	Eu vou pedir para ser irmotal  Eu vou chamar o cheilogui vou pedi para mi traforma no vegeta e vou pedi pro goku mi falar como usar meu ki de saiadim eu adoro dragom ball vou mi trafomar super saiadimeu amei:-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-D:-D:-D<3<3<3<3<3<3<3<3<3<3<3<3<3<3"
neu,3,"Nada a ve	Nao gostei muito desse app alias de nao conseguir pega las voce nao se mexe no radar,detestei."
pos,5,"Show	Achei duas vezes a primeira vez eu pedi    para ser rico a segunda eu pedi pra come uma garota"
neg,1,"Voces poderiam melhorar	Quando chegar no ponto da esfera poder apertar um botao em que o usuario pega a esfera e aparece :   Voce pegou a esfera de 7 estrelas !"
neg,1,"q mer**	como e q voces encontram qs dragonballs se n existem?!!!!!!!!!!!   e q tao por ai a dizer q encontraram pa mim tao so q inventar."
pos,5,"Gostei	Simpresmente adorei"
pos,5,"Legal	Acabei de juntar 2 esferas uma de duas e a outra de sete,procurei e perfurei o colchão dos meus pais e agora pouco achei a de uma estrela."
pos,5,"Muito manero ja to com 6 mas a ultima ta debaixo da minha casa o q quer dizer q a megan fox vai ter q esperar:-P"
pos,5,"Legal	Eu gostei mas como acho as esferas me ajudem"
neg,1,"U um...	N tem como jogar"
pos,5,"Concegui	Fui em namecuzei Reuni as 7 esfera meu 1°desejo q a minha sogra sumice 2° ser o + forte saiadyn do mundo 3° ter + 3 desejo, o 1 come a buma, 2 videu, 3 a titi"
neu,3,"Ei	Como assim 3 pessoas jumtaram as esferas mais se tem apenas 7 como pode ter 21 esferar em seus idiotas"
pos,5,"Soi	Oi"
neu,3,"Não achei nenhuma	Eu fiquei procurando, até cavei a terra e não achei nada."
neg,1,"Aplicativo idiota	Esse aplicativo e uma merda nao baixem"
pos,5,"Anercio	Muito massa quando eu achar as setes esferas eu vou ser um deus."
neg,1,"No é bom	I agora eu fui atras e tinha nada"
pos,5,"Ganhei!!!	Achei todas mas vou esperar ter 20 anos pra ser imortal kkkk!"
pos,5,"kkkkkkkk	vou evitar que o mundo acabe"
neg,1,"Merda total	Puta que pariu sem nocao nen ser chsmado de app"
pos,5,"Fodastico vou ser imortal agora q tenho o radar vou ter o maior kii"
pos,5,"Bom	Se fosse verdade ne? :)"
pos,5,"Legal cara mais naum se escreve cheilong se escreve sheilong"
pos,5,"muito legal	quando eu acha todas as esfera do dragão eu vo pedi para o cheinlong mais deis desejos!"
pos,5,"Duvida?	Ei gente me ajuda, isso funciona mesmo...da para encontra verdadeiras esferas do dragão... por que eu quero mostra para meus coleguinhas na sala de aula..eu sou so uma criança,mas eu entendo bem dessa coisa só pq eu tenho so uns aninhos q eu nao ia saber? Vou completar 26 anos semana q vem...lol"
pos,5,"Motorola Razr i	Muito igual bela aplicação"
pos,5,"Altamente xD"
pos,5,"Sera que presta ?	Presta sim eu consequi reunir 3 bolas e falta 4 bolas o mas tem uma bola que ta na casa do visinho e tem um cachorro que ta senpre latindo pra eu sair e esse negocio de esfera e de.bola mas todas iquais so muda o numero que nao se repete que e de 1 a 7 vc pode baixar eu recomendo e muito bom."
pos,4,"Brisa	Assim q eu juntar as 7 esferas eu vo ressusitar os mamonas assassinas kkkk"
pos,5,"Otimo	Ta no terreno abandonado!  como n pensei nisso?"
pos,5,"Gnardo	Esse aplicativo e muito maneiro e eu sou o fa n1do dragon ball"
pos,5,"Eu	Eu tenho duas esferas aqui. Alguem Ai quer?"
pos,5,"legal	Sério cara esse pessoal que faz isso so pode ser besta...   É legal ser besta kk"
neu,3,"Imposivel	Ta no meu banheiro"
neg,1,"Nada aver	Eu sou fa do anime mas nao gotei achei bobo E sem criatividade"
pos,5,"legal	tenho que juntar logo as esferas para ressuscitar os mamonas assassinas."
pos,5,"k loco é muito legal"
pos,5,"A bola ta casa da vesinha. vou lá?"
pos,4,"lucas	Como fazer pra pega esse rada do dragon"
pos,5,"Achei!!	Achei todas as esferas, agora estou imortal kkkk"
pos,5,"Victor	Cadee as esferas do dragão eu estou perto de uma mas eu acho que esta em cima do meu predio,e como se acha?"
pos,4,"Presiso de ajuda	Quero saber oque é a bolinha que fica piscando no radar"
pos,5,"Uhul	Legal mas eu nunca chego na esfera!!"
pos,4,"Carol	Quando achar as sete vou pedir para ser uma super sayajin"
pos,5,"Sou fã	Quando eu axas as 7, vou pedir pra ressuscitar o o time do cruzeiro kkkk"
pos,5,"Junior	Axé"
pos,5,"...	To quase achando, so preciso atravesar a parede : /"
pos,5,"Muito fera	Muito legal pra zua os amigos"
neu,3,"Seria legal achar alguma coisa de uma forma fictícia neh"
neg,1,"não gostei isso e uma porcaria"
neu,3,"Não percebi	Expliquei como se usa não vi nada xD segui mas até encontrar a bola e muito tempo e não encontrei nada"
pos,5,"Legal achei as 7 esferas do dragão"
pos,5,"Malaka como se pega as esferas"
pos,5,"É ótimo mas faltava rastrear as esferas de verdade kkkkkkkk"
pos,5,"Caio	eu moro num predio e quase cai pela janela kkkkkkkkkk"
pos,5,"Dragon ball	Localiza qe é uma beleza...mas.  kade as esferas qe eu nao acho nunca??? Qero logo fazer meus pedidos e ser imortal"
pos,5,"O melhor! Mas como pega as esferas?"
pos,5,"Kkkkkk, to contigo Alexandre, quando eu conseguir as 7 esferas, eu vou fazer do megaupload um programa legal"
pos,5,"Muito bomb	GosteI  legal. Mass come peg as esferas?"
pos,5,"Muito irado!!	Quando consiguir todas vou reviver o megaupload.. XD"
pos,5,"Eu adorei este aplicativo eu ainda nao peguei nenhuma esvera do dragao e quando eu pegar todas as esveras vou comesar de novo para procurar todas nova"
pos,5,"Doe Brincar com isso	Cara tava tras de uma esfera e ela tava em cima de um muro, eu pulei e me rasguei todo e nao consegui pegar kkkkkkkkkkkkkkkkkk, o celular quase caiu."
pos,4,"Nao achei nenhuma esfera do dragao. Otimo app da para colocar coisas no local q indica e sair na procura."
pos,5,"Exelente!! Depois da atualizacao ficou otimo! Da pra escolher a quantos metros estarao as esferas!"
neg,1,"Merda	Porra vAi toka no cu quem criou essa merda vai pra puta que o pariu"
neg,1,"Isso  e uma bosta mas merda viu	Vao oa puta q pariu com esse jogo"
pos,5,"Foi muiro bom	Foi muiti bom kk Djjh"
pos,5,"Bem legal	Jogo fácil de jogar"
pos,5,"Guilherme	Ele e legal"
neg,1,"não gostei"
neg,1,"Nao funcioná	Porcaria"
pos,5,"muito bom	E bem legal"
pos,5,"Eu tenho flash player 11	Pra quem tem galaxy y ou pocket ou galaxy y é só procurar no google como instalar flash player ,Eu consegui ,posso jogar todos os jogos"
neg,1,"Não quero baixar	Não gosto de baixar coisas pra baixar outras coisas"
pos,5,"Adorei	Quero dar parabéns para os criadores dessas jogo"
pos,5,"Legal muito bom :-)	Bom muito bom eu extalei"
neg,1,"Horrível	se você quiser desbloquear tem que pagar 4 reais vou dar só uma estrela se pudesse dava 0"
pos,5,"Dou5estrelinha	Nao sei  se   e  bom"
pos,5,"Muito bom	Ja joguei o do cupkake e ai vi o do bolo que bom mais nao entraáaaaaaaa"
pos,5,"Bom	Eu amei esse jogo essa pessoas q fala q não e legal e pq não gosta de nada.                           Ne"
pos,5,"Amei exlente	Quero dar parabéns aos cridores da linha BUBADU pois os aplicativos são sensasionss quero baixar tudo da BUBADU é muiitoooo bom!! Parabéns a quem fez exlente qualidade não trava nem nada baixe e não se arrependera!! Como todos os app tem o seu defeito o dele que a sua linha de jogos tem ojetos bloqueados como desbloqueio ?? Obrigada"
pos,4,"Bom...	Eu jogava fazia mini festa de aniversário pros meus bichinhos de pelúcia ai eu tirei porque  tava ocupamdo espaço mas eu gosto do app só demora um pouco pra carregar"
pos,5,"Gostei	É muito legal"
pos,5,"E  Bom"
neu,3,"Ñ sei	Eu ainda não sei que ainda esta baixando"
pos,5,"Deve ser uma delicia!"
pos,5,"Cintia	Deve ser bom pelos comentarios 5 estrellas se for ruim troco as estrellas e nn demorou aki no ,eu tab"
pos,4,"Bm	Pode bxr que e bm msm"
neu,3,"Nao sei	Eu ainda nao sei aida esta baixando mais eu acho q e bom"
pos,5,"Odiooo	Depois q atualizei nao entra mais"
neu,3,"Affs	Meio lento pra baixar , mais to vendo ,,,"
pos,5,"Mais ou menos	Nao entra quando acaba de estalar queria saber como se arranja"
pos,5,"Todoa os jogos da babadu são bons,podem confiar.	Eu tenho os jogos da babadu quase tudo,eu eu não tenho do que reclamar. Tem anuncios é claro mas é só no inicio. Obrigada."
pos,5,"Legal	So q demora de mais pra baixar"
pos,5,"Adogo	Adorei este jogo"
pos,5,"Bom	Parece de verdade"
pos,5,"Eee  bom	Ele e um jogo q da para passar o tempo mais nao e viciante recomendo para criaças"
neg,1,"Nao sei	Ta demorando de mais"
neg,1,"Demoraaaaa	Demora um seculo pra baixar"
neg,1,"Que jogo paia	Esse jogo e péssimo"
neg,1,"Odio	Eu baixei mais nao quer entrar :("
pos,5,"Muito. Legal	Irado"
pos,5,"Meu deus	E bm so q demorra dmaiz para carregar ta maiz mole doq fusca parado rsrsrsrr"
pos,5,"+ou-	Ate que e bom"
neu,3,"Pesssssado	Acho q os desenvolvidores poderiam reduzir um pouco o tamanho dele"
pos,4,"+ Ou -	Legalzinho"
neg,1,"Tive que comprar um telefone novo	ISSO E CHEIO DE  VÍRUS TIVE QUE COMPRAR UM TELEFONE NOVO"
neu,3,"Ainda baixando	Pelos comentarios esse jogo e bom"
neg,1,"Ñ gostei	Olha gente eu ñ gts achei mt chato mais essa é minha opinião vc pode ate gts mais ñ gts"
neg,1,"+ OU -	Eu... E bom so que a imagem e horrivel"
neg,1,"Irritante ,merda ,porcaria,lixo	Chadão esse jogo"
neg,1,"Rimde mais	Da voltade de vometa"
neg,1,"Oriveu	Nao gostei"
pos,4,"+ ou - zerei o jogo em um dia tãããão facil!!"
neg,2,"Legal	Mais ou menos ne"
neg,2,"não entendi...	agente pega a cliente lá daquela salinha q tem um monte de cliente q é com o tempo só q quando agente faz o cabelo delas agente faz certinho e elas ñ gostam e tem vezes q ñ tem o cabelo q elas querem então jogo é bom só q precisam melhorar isso...por isso so vou dar duas estrelas"
pos,5,"Ótimo	Não travou, e eu Amei! Muito bom."
pos,4,"Legal	4 estrelas pq tem bug"
pos,5,"Muitoooooo bommmmm	Muito bom muito mesmo"
neg,2,"Nao e tao legal	Nao e legal pq vc so escolhe a cor do cabelo tem que melhorar em  E demora muiti pra baixa perdi meu tempo"
neg,1,"Horrivel	Ruim pra caralho ODIEI nao recomendo!"
neg,1,"Não gostei	A única coisa que tem nesse jogo é: escolher o modelo e aa cor do cabelo"
neg,2,"Lo	Eu dou 2   porque nao sei como  e o jogo mas parese ser fixe"
neu,3,"E ruim de mais so.trava"
pos,5,"Samsung galaxy poquet	Ainda ta baixando mas eu percebi que a maioria,das coisas ruins que o povo dis dos jogos acontecem com o samsung galaxy y"
pos,5,"Legal	Nossa vc tava sr pq meu voi rapido"
neg,1,"Chato	Nao tem nada de interessante... Desinstalei isso :("
pos,4,"Bom	Precisa de mais tons de cabelos fora isso é bom e outras roupas"
neg,1,"Loiras n são burras! :( EU SOU LOIRA COM ORGULHO! E TB SOU A MENINA MAIS INTELIGENTE DO MEU COLEGIO ;( A BURRA É VC Q CHAMOU AS LOIRAS DE BURRA :@"
neg,1,"Horrível!	Nunca vi um jogo tão ruim quanto esse, fica travando e não da pra jogar. NÃO BAIXEM! Uma estrela é muito pra esse lixo. Passar bem."
neg,1,"Ruiim ! Nao Baixem	ruim esse jogo ainda de esperar quase 2:00 pra baixar, Ainda e ruim Afff 's Super Não Recomendo , nao percam seus tempo , So Vou Dar Uma Estrela Poq e Obrigatorio !!"
pos,5,"Pareçe bom	Testar"
pos,5,"Otimo nao sei porque acham que e dificio dar	E mb"
pos,5,"Rapidissimoo	Esse pessoal que adora falar que demora o meu e o galaxy ace em menos de 2 minutos eu baixei sem caoo Ameii !!!"
pos,5,"haha pelo jeito deve ser ótimo recomendo pq instalou muito rapido e deve ser ótimo mesmo bjjss"
pos,5,"Muito bom	Perfeito só dou 5 estrelas pq n tem 100 estrelas vcs so sabem reclamar"
neg,1,"Ruim	Não gostei muito sem graça so pode mudar o cabelo porque nao a roupa tambem"
pos,4,"Leegaal	Deve ser legal so pelo nome eu nao baxei ainda entao por inquanto nao te recomendo depois q eu baxa eu te direi se vale a pena ou nao ta bjs"
neg,1,"Sei la	Não gostei muito :/"
neg,2,"Demorado	Muita demora"
neg,1,"Luísa 1 estrelaa e muito	O pior jogo do mundo não nascem vai perder seu tempo"
neg,1,"Não era o que eu pensava.	Eu queria um jogo pra cortar, lavar e pintar. Esse vc só escole o tamanho e acabou"
neg,2,"Kriis	Espero q sejah booun viiu , toou baixando aquui :-)"
neu,3,"Bom	Nao e exelente mais e bom."
neg,1,"Besta	O jogo mais besta q ja joguei"
neg,2,"Muuuuuito chato	Nao tem nada aver nao recomendo"
neg,1,"Porcaria	Nossa uma droga,a tela fica toda preta no meu Galaxy ace"
neg,1,"NÃO RECOMENDO	Uma estrela, nao é tão legal como parece ser, eu acho que precisa melhorar mais a gente so escolhe a cor do cabelo e o cabelo, e ja acabou. NÃO BAIXEM VOCÊS SO VÃO PERDE TEMPO..."
pos,5,"Facinhu…	Baixa super rapido!!Nao liguem para essas q qrem estragar a reputacao do gameツ"
neg,2,"N sei....	Parese legal mais só a loira q eu n gosto queria tudo morena loiras burras . E outra eu sei q auguem vai fala raasista to nem ai."
pos,4,"Danielly	Achei maravilhoso o jogo e tri mais por que pessoas nao conseguem baixar nao tem nada ave a marca do telefone ou se e melhor ne funciona o meu e simples nao tanto tambem e um motorola xt531 mais baixou super bem."
neg,1,"Merda	Isto não presta pra nada. Lixo com isso!"
neg,2,"Demoooooooora	Ainda nao beixei mas demooooooora d mais p carregar POHA É SÓ ISSO. Como demooooora Demora d+  véio"
pos,5,"Muito legal	Eu sou a filha deli meu nome e camile eu gostei muito dese jogo de moda"
neg,1,"Ta demorando	Hooo demora para baixar"
neg,1,"Ruim.	Porque eu nao consegui fazer o download do jogo :( !!!"
pos,5,"Baixando...	Baixando"
pos,5,"Bom	Eu amei e muito legal quem a baxar nao vai se arebemder"
pos,5,"Bom p caranba	Mtu legal,baixa super rapido e e dimais to viciada ja recomendo"
pos,5,"Bem legal.	Eu ainda tô baixando,mais eu jogava muito no celular do meu irmão,eu recomendo."
pos,5,"Gosteiii	E muito bom gostei parabens...:)"
neg,1,"Nao abre o jogo rui nao baixem	Muito ruim o jogo foi ate rapido para baichar mas na hora de entrar n o jogo ele nao abre a tela fica preta"
neg,1,"Ruin	Eé mto Idiota ...  Não istalem ..."
pos,5,"Otimo	muito bom super rapido e as bonecas estilosas"
neg,1,"nao gostei	uma bosta"
neg,1,"CHATO	Esse jogo e uma chatice nao baixem"
neu,3,"Ta	O meu demorou"
neg,1,"Detestei	Que jogo feio , armaria"
pos,5,"Ameeei esse jogo.	Bonecas muito estilosas,experimente!"
neg,1,"Naum sei,ainda nao carregou	Muiito lento,to vendo q naum vo gostar !!"
neg,1,"ruim	aaaa relosucao e horrivél"
pos,5,"Muito bombom	No meu tablet ta indo rapidinho"
pos,4,"Marco	Minha filha adorou"
pos,5,"Otimo que porcaria  parece us filha da"
pos,5,"Legal	E bem legal demora 10 segundos para nao exagerar"
pos,5,"Bom	Eu gostei do jogo!"
neu,3,"queria outro jogo mas...	queria outro jogo mas nao tem outro entao vai esse msm pf recomendem Algum jogo pff"
pos,5,"muito bom msm	muito"
pos,5,"Tho abaixaando ainda	Deve ser legal os comendarios  sao legais minha ima queri por queri tai lehh....:-*"
neg,1,"Tata	Demora muiitooo pra baixa"
pos,5,"5 estrelas	O jogo é super fantástico adorei"
neg,2,"N gostei	Lento,ruim,simples e fraco."
pos,5,"Uau	Nao demora para baixar no meu tablet so durou 4segundos ate perdi a conta nos dedos .meu tablet e pequeno mais baixa super rapido :-)"
neg,1,"Horrivel	Mt chato . Nada avee esse jogo"
neg,1,"Coisa chata	Jogo horrivel"
neg,1,"Orrivel	No pc e um pouquinho melhor"
neg,2,"nao...	o jogo é mt simples prrecisa de algo mais [2 estrelas]"
neu,3,"Ru nao aprovo pw ainda nao joguei mas deve aer mt legal"
pos,5,"Dimais	Esse jogo e legal mesmo ja joguei no cpu(computador) ele e demais porque estimula a criatividades com os cabelos rsrs"
neu,3,"Tô baixando"
neg,1,"Demora d+++	Se o jogo e bom n sei , mas demora muito para baixar Nao recomendo!!!"
neg,1,"Ruim	Afff jogo chato ja joguei um melhor do que esse nao sei como as pessoas botam 5 estrelas nao do menos pq nao da :-("
neg,1,"Não gostei	O grafico é horrivel,e não tem graça alguma."
neg,1,"Da pro gasto eu acho	Eu acho que deve ser bom vou ver e depois eu volto"
pos,4,"Muito legal mesmo	Esse jogo deve ser muito legal"
pos,5,"Lohana	Amei  e quen diz que ruim e um idiota"
neg,1,"Vixxx!	Demora demaais pra baixar,credo!"
neg,1,"Galaxy Y	Horrível não gostei  só não dou zero porque num da"
neg,1,"O trem huim so merda"
pos,5,"Ótimo	Esse jogo e muito bom baixa eu recomendo ele"
pos,4,"Tô baixando	Parece ser bom"
