@relation comments_train-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute ' comment' string
@attribute class {neu,neg,pos}

@data
'Deve ser divertido\tAinda ñ conhesso esse jogo Mas eu acho q é divertido',pos
'Meleca....\tBuaaaaaa Poxa ate a ultima fase do primeiro estagio tava blz mais ai chegou a última e as cores nunca sao a q vc prescisa sempre vem seguencias q assim fica impossível passsr de fase....tristeza',neg
'Bom jogo, anúncios estragam tudo...\tO jogo é ótimo, jogabilidade bacana, haters e preguiçosos insistem em pôr a culpa de suas dificuldades cognitivas no app. No entanto os anúncios matam algumas jogadas, zeram a tela e vc tem que reabrir o jogo. Um saco. Resolvam isso!!!',pos
'Muito bom !',pos
'Monótono\tEsse jogo e desanimante por que 297 níveis para concluir em cada mundo é a mesma coisa de sempre NÃO SABEM INOVAR CANSEI ESTOU DESINSTALANDO',neg
'Pessimo\tO grafico e bom..mas o que se refere aos jogos sao pessimos...vem 6 bolinhas da mesma cor seguidas e a cor que vc precisa nao aparece, quando vc deseja que as bolinhas fazem curvas ou passem no meio de pedras nao acontece, e so um cranio ou desocupado consegue passar para o segundo mundo, pois cansei de carregar meu celular tentando passar da fase 99 do primeiro mundo e nao consegui...Cansei desse jogo lixo e por isso estou desistalando. Vou classificar porque nao consigo comentar, mas nao vale estrela.',neg
'Para um jogo gratuito é muito bom',pos
'Finalizei (:\tO que é essa parada do Coming Soon? Ps: os 3mundos foram 297 ☆',pos
'Bonzinho\tO jogo não eh ruim, mas odeio jogo que joga contra o jogador. Exemplo, tem 5 cores diferentes aparecendo, e dessas 5, 1 eh impossível de atingir pois está atrás da outra. O jogo vai mandar umas 6 vezes seguidas só aquela cor q vc não tem onde encaixar. E isso acontece em todas as fases toda vez q vc for jogar. Oq deixa praticamente impossível conseguir liberar novos níveis, pois precisa de estrelas e pra conseguir estrelas tem que praticamente te acertar todos os tiros.',neg
'Muito fixe\tG',pos
'Muito bom.\tAdooooro!!!',neu
'So trava\tQuando eu instalei eu tava jogando ai na 2 fase a tela ficou preta',neu
'Acabei\tJogo sensacional. Passei todas as fases, quando viraa proxima etapa?',pos
'Divertido\tNão depende da técnica, mais fator acaso (sorte ).',pos
'Jogo interessante\tPara quem gosta deste estilo de jogo, é um dois melhores. Falta apenas maiores opções de jogo.',pos
'Não consigo passar de fase',neg
'Ótimo.\tÉ com certeza o melhor entre os que eu experimentei.',pos
'Fantastico\tJa cheguei ao fim agora para quando abrem outro nivel ???',pos
'Razoável\tO jogo é legal, mas no fim pra passar as fases é necessário muito mais sorte do que habilidade. Se o jogo não quiser que você passe de nível, já  era.',neu
'Bom. Faz o que se propõe.\tBom. Faz o que se propõe.',pos
'Muito bom\tEu amei o jogo ganhei todas as fases sem excesao de nenhuma porem a fase final q tem um ponto de interrogaçao ñ abriu msmo eu tento ganhado todas as fase me decepçionou bastante, ne esforcei tanto pra no final nada mas é isso ai gostei do jogo mas to desistalando ja q ñ da pra jogar mais fases novas ..',pos
'Trava muito e sem atualização\tConclui o terceiro grupo e nada de abrir o quarto. Perdendo a paciência...',neg
'Razr i\tMuito bom e com belos gráficos...',pos
'Otimo\tE mto bom viciante. Depois d mto tempo passei do terceiro mundo mais nao abriu o quarto pq? ??',pos
'Muito bom!\tFazia tempo que não aparecia um jogo novo. Experimente',pos
'Muito legal\tPra vc passar para o segundo mundo não é preciso passar pelo nível 99, eu quase consegui mas é praticamente impossível,mas pra vc passar para o segundo mundo basta conseguir estrelas nas outras fases jogando para ganhar pelo menos 2 estrelas em cada fase vc consegue Leila! Abraço!',pos
'Muito bom\tÁspero muito bom jogo',pos
'Bom\tEsse cara e bom, rodou bem no meu sansung galaxy',pos
'Éder D E R\tJogo do diabo',pos
'Bom\tEu gostei achei o grafico muito bom, mas... não consigo passa a fase 99 muito dificil',pos
'boom\tele é boom mais das vezes travas mais.bom. Mano eu nao consigo passar da faze 99 do prmeiro mundo aff',pos
'Adorei!\tÉ dificil achar esse tipo de jogo em tão boa qualidade. De todos que ja joguei esse é um dos melhores.',pos
'Nao tenho q reclamar',neu
'eu adoro esse jogo nao tenho o que falar',pos
'Fraco\tÉ feio, sons e músicas fracas, jogabilidade muito ruim',neg
'bom\tbom de mais',pos
'Mto bom\tDemorei mais passei nivel 99 estou no mundo 2 dica vai pelos cantos primeiro rsrs...',pos
'Muito bom mas visiante',pos
'To baixando ainda mas mt',neg
'Muito bom\tBom bom',pos
'Bom jogo.\tPorém não da para passar da fase 99 da primeira etapa. Alguém conseguiu????',neu
'Muito Chato\tO jogo alem de travar muito por causa das propagandas,ele e horrivel,muito chato  Tablet',neg
'Jogo ruim apareçe muitosw anuncios...\tQue jogo ruim trava muito, e apareçe muitos anuncios eu nao gostei nao recomendo',neg
'Muito bom\tPerco horas jogando isso. Mega viciante!',pos
'Mto bom..\tVicia',pos
'Otimo\tOtimo jogo. Divertido e desafiador...',pos
'Pde ce bom\tVou estala agora',neg
'Galaxy tab 2\tMuito bom, até agora nem um problema. Sem travamentos e etc.',pos
'Muito divertido.!\tBom para passar o tempo! Amei!!',pos
'Bom, mas trava.\tO jogo é viciante, mas o que desestimula é o fato de travar um pouco.',pos
'Legal\tMuito bom ^^',pos
'Massa de mais\tÉ massa de maia esses tipos de jogo e eu num liigo poh comentario dos outros disem kii os jogos nao presta aah num sei oq todos os kii eu instalo pega nah moral kem pela cabeça dos outros é piolho tah liigado oos jogos sao todos otimos',pos
'Boum\tAte q é bonzinho',neu
Divertido,pos
'exelente\tele é igual a o bubble word',pos
'Bom mas\tÉ possivel jogar apeas duas vezes e depous ele fica preto... concertem...',pos
'Para divertir é bom\tÉ porreiro, do gênero do puzzle buble',pos
'Ruim, tem muita publicidade\tO design não é muito agradável, o jogo é bom pra quem não é muito crítico e detalista.  O som do jogo é chato. E já estou desistalando.',neg
'Bom\tNenhuma novidade.. Ta mais pra uma repetição do q ja existe..',neu
'Bem legal\tEsse jogo e bem legal da pa se divertir muitooo :)',pos
'bom...muito bom',pos
'Legal\tJogo simples mais viciante!!!!!:P',neu
'Isso e uma bosta\tNao baixem vc so vai perde tempo',neg
'legal..gostei muito !!\tgostei muito do aplicativo..ele ñ trava..diversão garantida..recomendo.',pos
'Bom\tEle indica se vc ficou entre os 3 primeiros ou abaixo disso. Bem legal. É parecido com outros jogos, mas dá uma boa diversão.',pos
'Demora um pouco para baixar, e tem muitas propragandas. Tirando isso o jogo e otimo meio viciante.',pos
'Pessimo\tHorrvel não tem nem o que dizer muitas propagandas chatas fases difíceis e e um jogo bobo',neg
'Muito bom\tViciante de mais muito bom.mesmo ja cheguei no 99 da 3 fase mas nao abre a 4 fase',pos
'Razoavel\tÉ legal, dá para passar o tempo.',pos
'Porreiro\tBom jogo a nível geral!!',pos
'Mto bom\tO jogo funciona mto bem, divertido para passar horas e horas jogando...',pos
'Legal\tDepois de umas duzentas tentativas, eu passei o nível 99 do wolrd1',pos
'Good\tGood...viciante! Gostei muito dessa aplicação e só acho k sao mts níveis.',pos
Foda,pos
'pessimo\tnao da pra passar da etapa 99, impossivel, alguem conseguiu ???',neg
'Fraco\tEste é bem chatinho mesmo, tem melhores.',neg
'Não consegui abrir AINDA...',neg
'bubble totem\tue kero este jogo no meu celular',pos
'Muito bom\tLeve e divertido. Um ótimo passatempo',pos
'Nao muito ruim\tNao gostei muito nao',neg
'Mt bom *\tJogos assim sao otimos',pos
'Inteligente\tJogo muito bom para passar o tempo e afiar o raciocínio. Recomendo!',pos
'Otimoooooo...\tTodos jogos eu gosto esse aqui e muito divertido pra mim que eu trabalho me destraiu muito...otimo',pos
'Bom\tSo que a unica coisa do jogo é q trava quando eu entro.',pos
'Otimo..\tO chato e as propaganas.. mais o jogo e gratis, se quiser jogo perfeito tem que pagar..',pos
'Melhor do Gênero\tMuito bom, leve, oque não gostei foi a propaganda em baixo diminuindo a visão de jogo. - galaxy s2',pos
'Exelente\tMto bom e viciante',pos
'Ruim\tO problema e que trava',neg
'N sei\tAinda nao testei porem os comentarios sao bem positivos portanto acredito ser bom!',neg
'Da falha toda hora.\tDemora de baixar.',pos
'Maravilhoso\tViciante. Otimo jogo',pos
'Wes\tBom jogo',neu
'Trava Muito!\tO joguiho trava muito e tem umas propagandas chatas , se não fosse isso o joguinho valeria 5 estrelas',neu
'Muito bom\tGraficos e jogabilidade bom..',pos
'Bomm\tJogo legall da p passar o tempo',neu
'Bom!\tViciante!',pos
'bom pra caralho\tcaralho',pos
'Mt bom\tSuper recomendo!',pos
'Ficou perfeito\tFunciona perfeitamente no Samsung galaxy tab 2',pos
'Adorei\tJogo muuito bom recomendo , mas cuidado e viciante rsrs',pos
'Legal\tAdoroo estes jogoa viciates',neu
'Diverte\tÉ um bom jogo, diverte e até agora nunca bloqueou.',pos
'Bom\tDá pra ficar horas e horas se distraindo. Todo coloridinho!',pos
'Mto giro\tTrava mas é giro, mto giro:-)',pos
'muito bom\té vicioso esse jogo',pos
'Gostei\tMeu filho ama e so tm 5 aninhos',neu
'To baixando\tAinda nao joguei',neg
'Muiiito bem\tViciaaante adorei muito show',pos
'Muitos legal\tMuito foda esse jogo',pos
'Bom\tOtimo jogo,fortalece bem a mente',pos
'Porreiro\tJogo porreiro. E viciante. Está mto bem feito. Bons gráficos e excelente jogabilidade.',pos
'Parece ser bom\tParece ser bom porqie istala rapido e è tudo',pos
'Pessimo\tNem chega a abrir',neg
'Otimo\tNo meu tablet abriu perfeitamente mas ele demora muito para baixar os lv desse jogo e muitooo bom gostei.',pos
'Com probkemas\tGosto mas já travou o meu tablet samsung',neu
'Horrível\tPessímo. Demora de instalar e não abre...',neg
'Otimo\tO jogo pegou perfeitamente , acho que e os tablets ou celulares de voces que nao funciona',pos
'Excelentes gráficos!\tApesar da grande variedade de jogos similares, esse impressiona pela qualidade dos gráficos. Recomendo. - Galaxy SIII',pos
'Bom jogo\tTem uma boa jogabelidade . Ao contrário do que tenho lido aqui este jogo não encrava no início . Pelo menos no meu Acer A100. Roda muito bem. Podem baixar sem medo..',pos
'Bom jogo\tBom jogo, apenas um pouco frustrante em questão de dificuldade',pos
'Legal\tBom.',neu
'Funciona perfeitamente...\tA não que você tenha um tablet da Xuxa que trava no loading...',pos
'Maluca\tNão consigo baixar .....',neu
'ondina\tnão  consigo  baixar  de  jeito  nenhum, é  uma  pena. .',neg
'Nem funciona ao menos\tO app nem se quer funciona! Sai no inicio do download! Horrivel!',neg
'Engracado\tNão é tipo top, mas da para entreter',pos
'4\tMuito bom amei',pos
'Nao entra\tTrava no loading..e nao passa disso',neg
'Mais ou menos raiva\tO jogo e  super engracado mas eu apertei um botao ai apereceu varios jogos sem eu ter baixado tirem esse botao por favor ai eu dou  cinco estrelas',pos
'Chato\tMuito chato não recomendo',neg
'E uma besteira odiei\t.',neg
'E legal mas\tDeveria ter mais coisas e demora pra carrega',pos
'O obama e maluco\tE muito bom ese jogo',pos
'Muito bom\tE muito bom esse jogo e o melhor  talking que eu já joguei',pos
'Eu gostei\tEu gostei do jogo vocês gostaram       Chz @',pos
'Gustavo\tEu sou bonitão é KK verdade sou famoso fiz carrossel.',pos
'Otimo\tEee bomm e legal',pos
'Ótimo\tA+',pos
'Horríveis totalmente\tA imitação total de pou so q e muito mais lento',neg
'Nao perca seu tempo\tNao instale é uma  imitacao barata do pou trava ,nao roda direito,perca de tempo,ocupa a memoria ,repito NÃO INSTALE nao diga q ningem avisou eso tem 1 elogio',neg
'Eu queroo... n funciona no meu mb512 eu quero um parecido c o pou! :(',neg
'Caramba muito bom\tOtimo amei esse jogo tenho elee eo pou',pos
'Pesimo\tO negosio tem virus uma bossssstaaaa muito ruim não instalem',neg
'JOÃO\tJOÃO HENRIQUE',pos
'Bosta!!\tVeii, q bosta é essa? Não tem como criar jogos melhores??? #Desinstalando Se pudesse n dava NENHUMA estrela u.u',neg
'Lixo misturado com coco  de.rato so vou dar um pq nao dar pra dar 0000000',neg
'Bom\tÓtimo adorei !!!!',pos
'Uma droga\tXatice',neg
'Esse negócio é merda',neg
'Uma bosta\tSimplesmente uma merda prefiro o gamelof',neg
'Uma merda\tMuito ruim trava é  péssimo !!',neg
'Não sei\tTo baixando ainda  por isso estou dando três estrelas',neu
'Horrível\tSó vou dar uma estrela por que não tem jeito de dar 000',neg
'Entao\tNao abre -.-\'',neg
'Ruuim\tOrrivel essa porcaria nem abre no meu motosmart me isso so oucupa espaço no meu celular So dou 1 estrela por que não tem como dar nenhuma',neg
'Uma bosta, muito amador\tVlh quem tem amor a vida nao baixa esse app poq pqp viu ate me deu dor de cabeça perca de tempo... pra ser considerado um app precisa melhor muito...by:conce',neg
'Porcaria,horrível,péssimo\tEsse cocô que chamam de aplicativo só trava e quando eu to na cozinha trava la e ñ da pra passar de cômodo e além disso imita o Pou que é bem melhor.',neg
'Chato\tA tela é peqena demais e trava quando eu quero  mudar de lugar',neg
'Nao consigo baixar . Quando chega no 90\% para',neg
'Até q a ideia é boa\tolha a idéia é legal, mas é muito lento, se vcs atualizarem e o deixarem mais rápido ia ficar ótimo. Mas por enquanto não tem como joga-lo.',neg
'Pessimo\tNao da pra baixar, esse lixo trava',neg
'Mt ruim serio msm\tDa erro do mp3 toda hr uma bosta.',neg
'Detestei\tGente naum recomendo super ruim detesteii horrivel recomendo pou pessoal bem melhor',neg
'Pessimo\tNao recomendo nao baixem é uma porcaria total trava muito.  Recomendo: pou e  litte pet shop',neg
'Uma merda\tImitaçao porcariia do Pou .. nao baixem é mtoo ruim',neg
'Não presta\tMto ruim eu detestei. Por favor não baixem essa merda.',neg
'Pessimo\tEeu odieii pqq trravoi meeuu cellll naumm abaaixxem',neg
'No meu nao entra fala que o aplicativo nao funciona',neg
'Mais somenos\tNão sei se ele e bom ne vamos ver',neg
'Não entra\tNo tablet a tela ficou pequena e Tudo preto depois apareceu forcar fechamento',neg
'Bomzinho\tMais ou menos',neu
'Xperia E\tNão pegaa e ainda deixa o celular lentissimo',neg
'Fofo\tMuito Lento. Nao abriu',pos
'Mt bom\tFofo de ++++',pos
'Essa desgraça nao abriu no meu motorola blur !!!!!',neg
'Mais ou menos\tE muito lento',pos
'Muito bom!\tA cada atualização melhor!',pos
'Otimo\tMuito bom D+++++++++',pos
'Otimo\tÉ um otimo passa tempo',pos
'Péssimo!\tO jogo demora pra carregar e quando carrega fala que é invalido . Dei uma estrelinha porque nao tem como nao dar nenhuma! :/',neg
'Estou instalando\tNao sei se e bom mais estou instalando',pos
'Não esta querendo baixar\tEu estou tentando baixar desde ontem, mais quando terminando de baixar, fala que o pacote é invalido.',neg
'tela preta\tO app na primeira instalacao funcionou sem problemas. Mas qdo fechei e voltei a jogar ele inicia e fica uma tela preta e fecha. Pra eu conseguir jogar tenho q desinstalar tudo instalar novamente, jogando tudo do inicio. ARRUMEM ESSA FALHA!!!!',neg
'Bom\tMuito bom mesmo',pos
'Esse jogo é muito bom',neu
'Esse jogo e d+ muito bom',pos
'Demora bué tempo a carregar e depois n da para jogar',neg
'Merda de jogo!\tVocês aí que falaram que é ótimo, me diz oque é hà de bom nesse jogo?   1° — Demora mais de cinco minutos para baixar, quando a barra de dowload está em \"98\%\" trava e fica mais ou menos dois minutos parada.  2° — Depois de um milénio esperando o Dowload, quando voce abre o aplicativo e escolhe a opção \"jogar\" do menu principal TRAVA.   3° —  Após travar, as imagens e/ou letras embaçam e codificam.  4° — O jogo fecha sozinho, e quando reabro, o Menu principal trava novamente.  Uma porcaria de jogo, nunca tiv',neg
'E de mais\tE muito bom',pos
'Muitoooooo legalllllllllll\tExcelente mas demora um pouco para baixar',pos
'Love\tAmo esse jogo tenho no meu not e agora aqui obaa',pos
'Baixando\tNao tem problema o tempo q demora pra baixar  Mas espero q entre se nao entrar vou ficar com muita raiva',pos
'Nao gostei\tFaz 49 minutos que estou baixando e ate agora nao baixou!!nao merecia nem \"1\" estrela.',neg
'E bom\tEbom',pos
'Muito bom\tLiberem as fases do jogo...isso seria formidavel',pos
'E OTIMO, MAS....\t-Dps de um certo nivel, vc tem que pagar, e fica chato isso poxa. Queremos jogos gratis. Pois ja pagamos, esse jogos comprando o aparelho, pagando impostos. Etc. A , gostei tanto desse e do Diner Dash, mas essas coisas de ter que pagar irrita. O mundo não gira em volta de dinheiro. Pelo menos o Diner Dash, poderia ser TOTALMENTE GRATIS',neg
'É legal mas\tÉ legal mas depois de alguns nivens tem que paga é po isso que perde uma estrela minha',pos
'Legal\tE bom mais num certo nivel tem q pagar',neu
'Muito bom\tEu jogava no computador pensando q nao tinha  cel',pos
'sei la to baixando\tparece ser legal mas demora muito pra baixar  isso q é o ruim',neg
'Jogo muito bom',pos
'Amei\tEu gostei mais tem que pagar',neu
'Muito bom\tEu gostei muito e uma boa des trasao',pos
'Instalandoo\tPelos os comentários,  Parece ser legal,  :-)',pos
'Ruim d++ msmo\tNossa nem abre plis resolva isso',neg
'É simples\tÉ mais ou menos',pos
'Fantastic\tFantástico the gama ameii<3',pos
'Adoro!\tMto bom, e sim, tem que pagar para continuar, mas é só ler né gente! Eles informam sim, deixem de preguiça e leiam as infos antes de reclamar!',pos
'Jogo bom! Mas se gostar tem que comprar!\tEle é um ótimo jogo. Mas só se comprar porque ele gratuito tem poucas fases. Que pena!',neg
'Mais ou menos\tEu acho que deveria ser TOTALMENTE grátis,sem nenhuma cobrança!',neg
'É legal\tBem legal naum trava',pos
'Ta baixando\tÉ ta baixando ta demorando muito ñ sei se é bom',neu
'Galaxy pocketpocket\tBaixei no meu tablete e é show, mais no meu celular não consigo,',pos
'Tem que pagar!\tGosto demais , mais depois de passar para o outro restaurantes tem qe pagar , e eu nao vou pagar isso .. tchau . Desinstalando .obrigado pelos 15 minutos de jogo ..... me diverti',pos
'Mais ou menos..\tO ruim dos jogos da Dash é que eles dizem ser gratuitos mas depois de um certo nível você tem que pagar, o pior é que os jogos são legais e isso da mais raiva ainda. Ok, se é pra pagar eles podiam botar isso da descrição.',neg
'Demora\tDemora muito pra baixar n aguento mais axo q vou cancelar e procurar outro kkk',neg
'Legal\tDemoro para baixar mas o jogo e legal<3',pos
'Hey\tVamos ver , pelos comentarios u dizem que e bom outros disem que nao , vou abaixar nao vai me custa nada , for Ruin desinstalo',pos
'Otimo\tAgora tudo ficou melhor xom o novo jogo diner dash',pos
'.l.\tMaan vsf quem invento essa porkaria',neg
'N gostei\tE mt ruim pq nem tive aa oportunidade de jogar trava mt',neg
'Legal\tEu adr esse jogo',pos
'Ruim\tNão gastem seu tempo baixamdo esa!@#$/ e muinto ruin eu so do uma istrela porque e obrigatorio',neg
'Adoreii\tBaixeii ele super rapido menos de 3 minutos . Gostei muito desse app mais o ruim ee que a continuaçao dele e paga. Tirando o fato dele ser pago gosteii muiito ele ee otimo pra passar o tempo',neu
'Super humaximo\tSempre quis achar esse jogoo!!!!',pos
'Vou ver\tEstou baixando',neg
'Ruim\tNão da para jogar, eu vou jogar o nivel 5 eu completo ele e clico em continuar ai ele vouta para o mapa e eu não consigo jogar e não conta que eu passei o nivel, não recomendo',neg
'Pqp\tPq. Fazem isso diz que é gratis. Vao a merda.',neg
'Pessimo\tNão o jogo ate que è legauzinho mais se vc chegar ao level 6 vc tem que pagar e èuma bosta',neg
'Ruim d+\tEu ñ consIgor jogar horrível péssimo....',neg
'Pago\tEnganação!!! Diz que eh gratis porem so da pra jogar ate o nivel 6 depois tem que pegar mais de R$6,00 !!! Um absurdo!!!',neg
'Bom\tGostei muito..',pos
'massa demais\tÉ muito legal!!!',pos
'Demora...\tDemora pra baixar',neu
'Ruuuuim\tojogo em si eh legal mas nao passa do level 6 pois tem qe pagar pra continuar afs tremenda sacanem',neg
'Boom\tAdorei',pos
'Tablet tab.2\tE legal porém só vai ate o nível 6 depois tenque pagar por isso e que vou dar 3 estrelas',neu
'Bom\tEste jogo é bom...',neu
'Divertido\tSó vai até a fase 6 pfvr né',neg
'Adoro\tViciante :)',pos
'Ótimo!!!\tEu simplismente adoreii...',pos
'Muito boom\tAdoreii',pos
'Demora muito a instalar...\tE ainda por cima não parece bom!',neg
'nick\tvicia nossa hum',pos
'Ruim\tEssa porcaria e muito ruim não vale a pena',neg
'Consegui\tGraças a esse app eu consegui pegar a esfera de uma estrela',pos
'Achei\tencontre em todas as esferas do dragão vocês estão todos fudidos agora kkk',neu
'Mais ou menos\tMais ou menos',neu
'Este ap detecta pessoas(deve ser bom pra usar no esconde -esconde)',pos
'Ótimo adorei\tUuuuuaaaauuu daqui a pouco o shelongui vem aqui kkkkkkk',pos
'Bem legal\tAchei o aplicativo muito bacana.Da pra se distrair bastante com o app. Todo fã do anime vai gostar.',pos
'Uhu úuuuuuuuuuuu\tTem uma esfera do dragao em toda a minha casa fis um desejo ter 10 desejos e um monte de coisa que eu possa qurer',pos
'Legal\tPô, legal, só qui quando vc anda, as esferas não se aproximam...',pos
'Normal\tEstou baixado vq a bom',neu
'Nada a ve\tÉ estranho eu não sei como usar',neg
'Adora\tTinha uma esfera do lado da minha casa era na casa do vizinho kkkkk',pos
'Divertido\tRealmente mto divertido. Recomendo',pos
'Ajuda\tAlguem explica como se joga',neg
'Cara muito manero\tMuito divertido vale apena ter.',pos
'+ou-\tComo faço pra pega-las?',pos
'Pedro enrique\tpessimo nao gostei muito util pra mim nao existe exfera  do dragao e um anime  no desenho que existe crianças que acredita nisso se existisse eo faria o meu  desejo  (1) ser rico claro né (2) ser o mais poderos com poderes incrivel mente  forte  (3) eo consegui todos os homens do mundo pra mim',neg
'Não presta\tE uma porcaria',neg
'Maneiro\tMuito bom mais pena que as esferas n existem',pos
'Excelente\tOnde vc fica????naum tem nenhum ponto pra dizer ond tu ta',pos
'Me ajudem\tO que é aquela bolinha piscando',pos
'Irado\tNao e a renata barbosa e o subrinho dela como eu acho as esferas? Aaaaaaaaaaaaaaaaaaaaa to ficando doido',pos
'Ham?\tComo pega as esferas',neu
'Que azarrr\tEu achei 2 esfera uma tava na casa da sogra. Vish entrei de penetra(esfera de 6 estrela). A otra eu tive que sugar a água dum rio poluido (3 estrela) ai eu ia procurar +... So q tem uma la no japão... Porra... Tomara q um japa ache e ponha pra vender.-. Eu compro :D',pos
'Eu amei.\tEsse aplicativo é muito legal,eu já estou achando a minha primeira esfera do DRAGÃO.',pos
':-)\tTem duas no mar vou la?',pos
'Oque quero\tQuero achar logo essaas coisas vo pedir 3 desejos.1 fazer o 3G prestar, 2 ser o dragao com os poderes e forma que sempre quis ( e deixar esse dragao das esferas no chinelo), 3 fazer avatar passar no tc premium em hd de noite numa sexta chuvosa, 3 criar aulas in-line pra criancas deixando escolas inuteis. Sonho meuuuuu  sonho meuuuuuu',neu
'Pal no cu\tIsso e em cu ne pessoal não baixem',neg
'Recomendo\tGalera eu sou fã da série achei bom esse aplicativo mas vou falar a verdade eu já consegue pegar 2 esferas do dragon.',pos
'Adoei\tEu vou pedir para ser irmotal  Eu vou chamar o cheilogui vou pedi para mi traforma no vegeta e vou pedi pro goku mi falar como usar meu ki de saiadim eu adoro dragom ball vou mi trafomar super saiadimeu amei:-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-):-D:-D:-D<3<3<3<3<3<3<3<3<3<3<3<3<3<3',pos
'Nada a ve\tNao gostei muito desse app alias de nao conseguir pega las voce nao se mexe no radar,detestei.',neu
'Show\tAchei duas vezes a primeira vez eu pedi    para ser rico a segunda eu pedi pra come uma garota',pos
'Voces poderiam melhorar\tQuando chegar no ponto da esfera poder apertar um botao em que o usuario pega a esfera e aparece :   Voce pegou a esfera de 7 estrelas !',neg
'q mer**\tcomo e q voces encontram qs dragonballs se n existem?!!!!!!!!!!!   e q tao por ai a dizer q encontraram pa mim tao so q inventar.',neg
'Gostei\tSimpresmente adorei',pos
'Legal\tAcabei de juntar 2 esferas uma de duas e a outra de sete,procurei e perfurei o colchão dos meus pais e agora pouco achei a de uma estrela.',pos
'Muito manero ja to com 6 mas a ultima ta debaixo da minha casa o q quer dizer q a megan fox vai ter q esperar:-P',pos
'Legal\tEu gostei mas como acho as esferas me ajudem',pos
'U um...\tN tem como jogar',neg
'Concegui\tFui em namecuzei Reuni as 7 esfera meu 1°desejo q a minha sogra sumice 2° ser o + forte saiadyn do mundo 3° ter + 3 desejo, o 1 come a buma, 2 videu, 3 a titi',pos
'Ei\tComo assim 3 pessoas jumtaram as esferas mais se tem apenas 7 como pode ter 21 esferar em seus idiotas',neu
'Soi\tOi',pos
'Não achei nenhuma\tEu fiquei procurando, até cavei a terra e não achei nada.',neu
'Aplicativo idiota\tEsse aplicativo e uma merda nao baixem',neg
'Anercio\tMuito massa quando eu achar as setes esferas eu vou ser um deus.',pos
'No é bom\tI agora eu fui atras e tinha nada',neg
'Ganhei!!!\tAchei todas mas vou esperar ter 20 anos pra ser imortal kkkk!',pos
'kkkkkkkk\tvou evitar que o mundo acabe',pos
'Merda total\tPuta que pariu sem nocao nen ser chsmado de app',neg
'Fodastico vou ser imortal agora q tenho o radar vou ter o maior kii',pos
'Bom\tSe fosse verdade ne? :)',pos
'Legal cara mais naum se escreve cheilong se escreve sheilong',pos
'muito legal\tquando eu acha todas as esfera do dragão eu vo pedi para o cheinlong mais deis desejos!',pos
'Duvida?\tEi gente me ajuda, isso funciona mesmo...da para encontra verdadeiras esferas do dragão... por que eu quero mostra para meus coleguinhas na sala de aula..eu sou so uma criança,mas eu entendo bem dessa coisa só pq eu tenho so uns aninhos q eu nao ia saber? Vou completar 26 anos semana q vem...lol',pos
'Motorola Razr i\tMuito igual bela aplicação',pos
'Altamente xD',pos
'Sera que presta ?\tPresta sim eu consequi reunir 3 bolas e falta 4 bolas o mas tem uma bola que ta na casa do visinho e tem um cachorro que ta senpre latindo pra eu sair e esse negocio de esfera e de.bola mas todas iquais so muda o numero que nao se repete que e de 1 a 7 vc pode baixar eu recomendo e muito bom.',pos
'Brisa\tAssim q eu juntar as 7 esferas eu vo ressusitar os mamonas assassinas kkkk',pos
'Otimo\tTa no terreno abandonado!  como n pensei nisso?',pos
'Gnardo\tEsse aplicativo e muito maneiro e eu sou o fa n1do dragon ball',pos
'Eu\tEu tenho duas esferas aqui. Alguem Ai quer?',pos
'legal\tSério cara esse pessoal que faz isso so pode ser besta...   É legal ser besta kk',pos
'Imposivel\tTa no meu banheiro',neu
'Nada aver\tEu sou fa do anime mas nao gotei achei bobo E sem criatividade',neg
'legal\ttenho que juntar logo as esferas para ressuscitar os mamonas assassinas.',pos
'k loco é muito legal',pos
'A bola ta casa da vesinha. vou lá?',pos
'lucas\tComo fazer pra pega esse rada do dragon',pos
'Achei!!\tAchei todas as esferas, agora estou imortal kkkk',pos
'Victor\tCadee as esferas do dragão eu estou perto de uma mas eu acho que esta em cima do meu predio,e como se acha?',pos
'Presiso de ajuda\tQuero saber oque é a bolinha que fica piscando no radar',pos
'Uhul\tLegal mas eu nunca chego na esfera!!',pos
'Carol\tQuando achar as sete vou pedir para ser uma super sayajin',pos
'Sou fã\tQuando eu axas as 7, vou pedir pra ressuscitar o o time do cruzeiro kkkk',pos
'Junior\tAxé',pos
'...\tTo quase achando, so preciso atravesar a parede : /',pos
'Muito fera\tMuito legal pra zua os amigos',pos
'Seria legal achar alguma coisa de uma forma fictícia neh',neu
'não gostei isso e uma porcaria',neg
'Não percebi\tExpliquei como se usa não vi nada xD segui mas até encontrar a bola e muito tempo e não encontrei nada',neu
'Legal achei as 7 esferas do dragão',pos
'Malaka como se pega as esferas',pos
'É ótimo mas faltava rastrear as esferas de verdade kkkkkkkk',pos
'Caio\teu moro num predio e quase cai pela janela kkkkkkkkkk',pos
'Dragon ball\tLocaliza qe é uma beleza...mas.  kade as esferas qe eu nao acho nunca??? Qero logo fazer meus pedidos e ser imortal',pos
'O melhor! Mas como pega as esferas?',pos
