@relation 'comments-weka.filters.unsupervised.attribute.Reorder-R2,1-weka.filters.unsupervised.attribute.NominalToString-C1'

@attribute ' comment' string
@attribute class {neu,neg,pos}

@data
'Recomendo\tGostei! Me add GEBEMG',pos
'Maneiro\tAdd la galera MXMY34 aceito todo mundo',pos
'Ruim\tPaia de mais eu nao sei nem jogar kkk paia',neg
'Meu nome claus157 meu clan é xa2m5e entre ai mas tenho preferencia por vampiras valeu, vou dilacera os inimigos, mais os amigos saõ eternos',pos
'Top no Ranking , eu recomendo :D\tHaa jogo eh phoda , no entanto que estou em 1°lugar no ranking o/ . Quem quiser eh soh procurar Dracula07 que acc todos . Aos criadores do jogo meus sólidos parabéns :D',pos
'Ea galera add ai asseito qualque um.   AQNRWZ',pos
'VIII\tMuito bom..e é online!',pos
'.\tEstá de parabéns o criador do jogo',pos
'Muito bom\tMuito legal add ae galera :  FXZ4PT',pos
'Otimo\tMe add SJYA1G...',pos
'Beatriz\tMtu boom..me add gente fjq6p2',pos
'Ótimo browser game!\tJogo bom mesmo! Estou jogando faz alguns dias, me adiciona no clan ai! JKRXQM',pos
'Dioen\tDgbk16. nao sei se e bom pois ainda nao aprendi a jogar',pos
'Otimp\tPerfeito, me add 1PVDR5',pos
'jq9gz6\tMe adê no clã kkklk jq9gz6   Quem diz que o jogo eh ruim na verdade nao sabe jogar so pode!!!  Game ótimo e viciante. Lidia',pos
'W8T9J3\tViciante... Me add',pos
'Amei o jogo add ai galera fazendo o favor qwpxnq',pos
'Uma merda. Perca de tempo.   Xt300',neg
'Orivel\tUma tontice nao recomendo',neg
'Boom\tDepois de um tempo injoa',pos
'Add\tAmei o jogo, viciei, meu clã W3XUP8',pos
'Muito bom, jogo viciante. Me add UKS19E',pos
'Excelente\tJogo todo dia adc ai: b578s3',pos
'Vampirescamente otimo\tAdorei muito bom passo horas se deixar muito viciante galera ma add ... DNCS2Z',pos
'eduarda\tjoguinhoo legall mt viciantee .aproveitandoo jente add o meu clan aii JWYJ3A vlww.bjss',pos
'Jogo é Bom\tO Jogo é muito bom mesmo é ótimo para passar o tempo.... me add RQEVYW    Abraços...',pos
'Muito bom\tOtimo jogo avicia... Me add FSN4H4',pos
'Adorei\tMe adicione pelo código:TDQB6',pos
'Excelente\tÉ viciante',pos
'amei amei amei  esse jogo  recomendadissimoo',pos
'Dá pra passar o tempo...\tLegalzinho. Dá pra se divertir. Me adicione em seus clans com o código JXE5SG',pos
':)\tMuito bom esse jogo, comecei ontem e já estou viciado. (Huashuashuas!!!) Me add no clã, GGCMVK.',pos
'Otimo Jogo!\té muito bom e ótimo pra passar o tempo! me add em seu clã: MQXYT1 =)',pos
'Otimoo\tADD EU AO CLA DE VCS.    P5V2AV VLW ;)',pos
'abandonando o jogo lvl 25, bom p passar o tempo porém não seguro. Meu cel pifou mas o app após reinstalado não voltou com minhas informações. Perdi td',pos
'Lolo\tMuito bom esse jogo,é parecido com uma sala de bate papo mais vc pode atacar as pessoas ou vampiros q vc não gosta vale a pena baixar',pos
'Parece ser bom\tQuando eu aprender a jogar vai melhorar... to demorando a entender como ganho e como uso as coisas do jogo.',neu
'Join me\tPessoal comecei a jogar agora. Jogo muito bom. Vamos todos jogar juntos. Me add ao clã de vocês: BBEZBS.',pos
'nao entendi.',neg
'Galaxy 5\tJogo muito irado, muito divertido, Hk7pv8',pos
'jogo muinto bom\texelente me add ai pessoal 5qu5zd',pos
'VAMOS INTERAGIR\tJogo muito bom mesmo.  add ai galera... meu clã    N8TZEG',pos
'RECOMENDADÍSSIMO\tJogo muito bom. Quem quiser me add no clã. HXBMZB',pos
'Melhor jogo atual!\tMuito bom! viciante Quanto maior o seu clã mais forte vc fica me add GHYSPP',pos
'Nick name Nosferatu\tMuito bom o jogo add ai 3° lugar no rank diario por enquanto add  6JUGJA',pos
'bom demais\tsimplismente o melhor para passar o tempo me adicionem.a seus clã HGQ8VQ   ja estou meio fortin ;)',pos
'Otimo\tOtimo jogo vale apena, meu cla mcm7hb me add.',neu
'Mt bom\tSo vence quem joga em grupo! Me adicionem FT2EGG',pos
'Super bom\tO jogo q eu adorei foi esse melhor jogo do mundo!!!!!!!!!!!!!e ainda mas e em portugues super magnifico',pos
'Muito bom\t8up1b4 esse é meu clã. Interagir é um dos pontos fortes do jogo.',pos
'Add ae meu clã 6NR22S.',neu
'Excelente\tDo nada meu jogo começou de novo :( - meu clã GAEVPH',pos
'Porcaria\tJpgo de faz dw conta como jogo de cartas de poder. Credo',neg
'Muito loko, muito bom vale a pena baixar.',pos
'O jogo eh d+... me convidem jku16e.....',pos
'Link\tVem na mão!e maneiro,ja to no nivel 7',pos
'Muito bom\tEstou viciado...kkkkk, meu cla KY1W2F.',pos
'Muito Bom, para quem gosta de Browser Games\tJogo muito legal! Vale a pena. Me adicionem em seu Clan com o código: URJRNJ',pos
'Vou baixar pq vc disse que gostou, vlw, espero gostar',pos
'Adorei\tMuito bom o jogo viciante!',pos
'Cinco estrelas\tO jogo e otimo nao se consegue parar.',pos
'Muito boooommm......\tGostei bastante do jogo..',pos
'muito bom\tpassa o tempo que é uma beleza, e descontrai.',pos
'Ótimo\tJogo muito bom.  Viciante.',pos
'Otimo\tRecomendo é viciante',pos
'Jogo muito bom.\tMuito bom.',pos
'Da horinha\tBaixa saporra ae , viciei',pos
'uma porcaria\tñ gostei meu celular ficou cheio de frescura por causa desse jogo',neg
'Muito bom mesmo\tMuito bom mesmo',pos
'muito bom\totimo',pos
'Bom\tTem q tomar cuidado quando aparece as bolas especiais eu estava usando e naun vi q cobra 5 estrelas',pos
'Funny\tDeveria ter mais níveis',pos
'Gosteiiiii\tNossa bem legal a cada etapa eu fico com mais vontade de joga.curti muito.e o app pega muito bem no meu table da Dl.',pos
'Vai da certo\tInstalando agora',pos
'Muito bom\tEu amo muito esse jogo é muito bom',pos
'Legal. Viciante\tViciante. Pesado mas ajuda a passar o tempo.',neu
'Bom\tGostei muito do jogo',pos
'Nao da.mais\tTodos os jogos deste mesmo grupo estao com a tela preta e nao roda,nao presta aff',neg
'Otimo\tOtimo,muito bom,desafiante com o nosso raciocinio',pos
'Nota 9\tO jogo e bm ms tem 2 erros trava o cell e tm viruus      Ms e bommm Atualizza...ah eo meu e galaxy y    Ok ok',pos
'Muito bom!\tO jogo e muito bom,viciante legal',pos
'uma merda\tno meu galaxy  o jogo nem abri',neg
'Tem adware\tAlguém mais encontrou?',neg
'Muito bom\tO jogo em si é ótimo, muito gostoso de jogar, viciante! Só não ganha 5 estrelas por 2 motivos: é muito pesado, já travou meu galaxy tab 2 tres vezes, e a quantidade necessaria de estrelas para desbloquear a terceira fase é impossivel de conseguir a nao ser pagando.',neu
'Otimo jogo\tCurti demais, recomendo',pos
'Gostei distrai o suficiente para não ver passar o tempo',pos
'Trava demais\tDificil conseguir desbloquear outros niveis',neu
'Muito bom\tEste jogo e viciante e contagiante ótimo...',pos
'Ótimo jogo\tViciante',pos
'Otimo jogo,  excelente jogo para passar o tempo',pos
'Nota 10.\tMas cuidado pra náo usar as ofertas... Elas acabam com seu estoque de perolas',pos
'Viciante\tGranda jogo...',pos
'Melhor jogo\tQuanto mais eu jogo maies eu gosto!!!!!',pos
'Mto bom\tMto bom msmo.',pos
'+/-\tDemora pra carregar',neu
'Muito demorado juntar moedas para mudar \"mundos\" nao tem as instruçoesbclaras... Se nao presrou atençao e gastou elas nos itens que aparece deipois tem que juntar uma por uma. Nao ve evoluçao, ai nao da graça.\tMuito demorado juntar moedas para mudar \"mundos\" nao tem as instruçoesbclaras... Se nao presrou atençao e gastou elas nos itens que aparece deipois tem que juntar uma por uma. Nao ve evoluçao, ai nao da graça.',neg
'Muito bom...\tMuito bom o jogo, não trava e funciona perfeitamente no me galaxy note 2',pos
'Pearls\tOtimo jogo...+ mal consigo abrir o \"4© mundo\" e ele trava e não abre +...Seria nota 5estrelas se não fosse esse probleminha...Melhorem isso que com certeza será nota 5 estrelas',pos
'Muito bom para o relax....',pos
':-) adorei u',pos
'Excelente\tRecomendo diversão garantida',pos
'Legal\tO jogo é bom.',pos
'Adorei\tOtimo jogo podem baixar!!!',pos
'Bom\tGostei do jogo!',pos
'Excelente\tViciante passa-tempo!',pos
'Muito bom.\tAcho perfeito.cada fase mais desafiadora que a anterior.',pos
'Otimi jogo\tOtimo para passar o tempo, adorei!',pos
'Bom\tNao leva 5 estrelas por que precisa de muitas estrela pra passar de nivel e pra ganhar as estrela demora muito,pois so ganha de uma em uma affffff se torna abusado',pos
'Ótimo\tCuidado é viciante.   Cuidado.',pos
'Otimo jogo\tMto bom!!!!!!',pos
'D+\tJogo legal é um passa tempo divertido.',pos
'Muito bom!\tMuito bom, interessante, ótimo passatempo...',pos
'Viciante\tMtinha única queixa é na hora de conseguir mais moedas para abrir novos estágios. Vós desenvolvedores deveriam abrir os estágios conforme o desempenho do jogador ok!',pos
'Muito bom\tEstimulante.',pos
'Muito bom, mas uma dica, não gaste as moedas nas ofertas oferecidas no meio dos niveis parabque vc possa liberar os niveis seguintes ok',pos
'Jogo muito bom. Nao dou cinco estrelas pq fica dificil adquirir estrelas para se prosseguir no jogo.\t.',pos
'Bom\tMti divertido',pos
'Não destrava os níveis, mesmo eu tendo a quantidade de moedas exigida.',neu
'muito bom\to ruim é só depois da primeira fase, tem que comprar...',pos
'Otimo\tTem umas fases dificeis, mas é legal',pos
'Mt bom\tExcelente!',pos
'Idiota\tNao da para instalar lechato games',pos
'Otimo\tEsse jogo e muito bom vale a pena',pos
'Download\tEle não ta deixando baixar o jogo',neu
'Viciante!!! Já dei final, mas continuo jogando.',pos
'Exelente\tMuito bom mas cuidado para não gastar as estrelas todas.',pos
'Viciante\tMuito bom, recomendo.',pos
'Muito bom\tVício',pos
'Exelente\tMuito bom e vicia  Bom passa tempo',pos
'Muito bom\tMas se nao comprar moedas haaaja paciencia....',pos
'D+\tMuito bom viciante.',pos
'Muito bom\tJogo agradável e viciante.',pos
'Dificil de perceber como desbloquear os níveis seguintes.\tBom',pos
'Vício\tBom jogo viciante.',pos
'Passa tempo\tPassa...',neu
'Muito bom\tExcelente para passar o tempo.',pos
'Tablet\tMuito bom vale a pena baixar',pos
'Otimo\tMuito bom o jogo.',pos
'Bem bom\tJogo bom pra passar o tempo',pos
'Bom jogo. Simples mas exige estratégia.',pos
'Muito bom\tRealmente vale a pena',pos
'Miuto bom e viciante demais',pos
'Perfeito\tExcelente todos deveriam baixar.',pos
'LOL\tSó to baixando pra ganhar um bagui no anger stick 3',pos
'Excelentr\tMuito  bom esse jogo, recomendo!',pos
'Esta fixe',pos
'Viciante\tMuito bom pra passar  o tempo.  Altamente viciante.',pos
'Muito bom\tMuitobom',pos
'Muito bom\tEste jogo excelente....',pos
'Hummm...\tNão sei se é bom ou não',pos
'bo\tbom jogo, mAs muito enrolado',neu
'Divertido\tBem divertido e original',pos
'Jogo\tPorreiro...',pos
'Optimo\tMuitíssimo viciante  Corre na perfeição no Optimus Madrid',pos
':/\tMeia boca.',neg
'Top\tÓtimo jogo... Vale apena baixar!',pos
'Bom\tSó eh ruim pra conseguir moedas',pos
'Megera\tMuito bom o jogo só poderia dar pra ganhar maiden pérolas no modo zen por dia',pos
'Muito bom\tEstou adorando o jogo',pos
'O Jogo fecha sozinho\tO jogo fecha sozinho quando entra por favor arrumem isso',neg
'Otimo\tOtimo para passar o tempo.',pos
'Otimo!!!!!\tJogo perfeito e facil e bom',pos
'Jogo que me prende\tOtimo jogo, um jogo tranquilo, no meu galaxy s2 nao trava. Ameii',pos
'Jogo\tEste jogo e brutal',pos
'Bom\tMuito bom,recomendo a todos!.',pos
'Muito bom\tBem inrerativo :)',pos
'Viciante\tMuito bom, precisa só ter mais recursos para conquistar moeda.',pos
'Jogo muito legal',neu
'Bom\tOtimo passatempo, lembra aqueles brinquedos de infantis',pos
'Gostei\tEu gostei muito desse jogo..mais minhas moedas some..e demora muito pra ganhas mais..mais e bom sim!\'',pos
'Fantástico\tLindo',pos
'Legal\tJogo bom para passar o tempo',pos
'Bom\tPode dar algumas horas de entretenimento',neu
'Muito bom\tRealmente um jogo bem divertido',pos
Porreiro,pos
'Otimo\tMto bom',pos
'Fascinante\tMuito bom.',pos
'Galaxy s3\tUma porcaria uma merda no meu s3 trava e ainda fecha nao vale nada.',neg
'Bom\tJogo  bom, com alguma dificuldade, mas tranquilo........viciante!',pos
'Bom, mas...\tTermino a maioria com 3 estrelas e assim mesmo não abre o próximo nivel. Tem que ficar conseguindo estrelinas no modo zen',pos
'Fracooo\tInstalei a aplicaçao e nao deu para abrir, nao gostei',neg
'Galaxy y\tQuando tento abrir o jogo a tela fica preta e fica somente tocando uma música e não abre de jeito nenhum.. Não recomendo.. Desistalando..',neg
'Legal\tGostei da pra passar o tempo',pos
'Excelente muito com!\tExcelente muito bom',pos
'Muito bom.\tMuito viciante',pos
'Muito bom\tRelaxante, muito bom mesmo',pos
'Legalzinho\tDifícil conseguir moedas',pos
'Amei!\tFico horas jogando!',pos
'Mariana\tBom para quem tem paciencia!!!!',neu
'ótimo\tAdorei esse jogo muito viciante',pos
'Gostei\tJogo bom.',pos
'Very good.\tJogo muito bom para passar o tempo.',pos
'Razoável\tNada a comentar.',neu
'otimo\tMuito bom!',pos
'Atlantis\tMuito relaxante, gostoso de jogar.',pos
'Não abre!\tEu baixo o jogo normalmente, quando abro aparece uma tela com porcentagem, ao chegar em 100\% o jogo fecha! Arrumem isso, por favor.',neg
'Viciante\tMuito bom, pena que para desbloquear o terceiro nível preciso de moedas que não tenho....',pos
'Ariane\tNao dou 5 pq trava muito, mais fora isso e um bom passatempo',pos
'Muito bom\tJogo viciante',pos
'Bom jogo\tJogo legal, pena que influencia muito na compra de moedas',pos
'Bom jogo\tBom jogo mesmo vale a pena baixar',pos
'Bom\tPor ter.que. Pagar nos outros niveis nao vale 5',neu
'boom\tdivertido',pos
'Muito bom\tViciante',pos
'Muito bom  ;)',pos
'Mt bom\tRecomendo vivamente este jogo',pos
'Vale a pena!\tÉ de certa forma diferente e tbm agradável de jogar! Recomendo! Ainda por cima é gratuito ;-)',pos
'Muito bom!\tJogo para quem tem paciência.',pos
'Legal\tAchei q poderia ter melhor jogabilidade',neu
'muito bom pra passa o tempo\tadoreiiiiiii',pos
'A\tOtimo',pos
'Muito bom\tAdorando',pos
'Jogo legal\tJogo legal,  mas precisa facilitar o ganho de estrelas para abrir novos níveis',pos
'Bom\tMuito legal o jogo',pos
'Normal e basico',neu
'Ganho sem olhar\tÉ mto chato passei 2 níveis dentro do tempo sempre a largar pérolas à sorte nem sequer olhava para o ecrã não preciso pensar pra ganhar :(',neg
'Blm\tMuito bom.',pos
'Bacana d+\tJogo mto bom pra quem tem paciencia. Da pra jogar 2 niveis numa boa. Depois é uma luta pra conseguir mais estrelas pra desbloquear outros niveis.',neu
'O desbloqueio das fases atrapalha.\tGostei do jogo, mas odiei o mode de desbloqueio. Nao deixa a gente ur a duante.',neu
'Porreio\tGostei muito.',pos
'Ok\tMuito bom !!!',pos
'Não funciona no galaxy duos\tDa para ouvir o som do jogo, nas não aparece imagem.',neg
'Muito bom\tParece divertido ao princípio, bastante intuitivo não tem instruções. Mas é preciso um aparelho potente para funcionar sem problemas.',pos
'Meu estilo de jogo\tMeu estilo de jogo',pos
'Bom jogo\tA eu gostei ótimo',pos
'Muito bom!\tViciante',pos
'Diferente\tGostei da sua originalidade! contudo deveria de ser free...',pos
'Bom este app\tBom por enquanto.estou jogando agora e na tela do SIII é mto boa a imagem',pos
'Bom.\tJogo bom e um otimo entretenimento.',pos
'Bom de mais.\tO jogo e otimo! Muito legal distrai bem.',pos
'Muito bom\tMuito bom jogo',pos
'Galaxy Tab 2\tAchei o jogo muito bom. Não travou em nenhum momento. Quem gosta de jogos estilo Puzzle vai gostar.',pos
'Da hora\tSuper viciado hehei',pos
'Lucasmendes\tMuito bom... ;)',pos
'^^\tMuiito bom!!',pos
'Otimo jogo para passar o tempo\tMuito bom mesmo',pos
'Muito bom\tÓtimo pra passar o tempo',pos
'mto bom\tviciante',pos
'Jogo ruim!!!!!\tEu não gostei do jogo porque é muito besta e fica travando, achei muito sem nexo esse jgo de tão bobo que é..',neg
'É até bonzinho.\tBom',neu
'falta 00,4 mb ,é bom?\tA sereia e fei',pos
'Muito bom!!!\tAdorei!!!',pos
'bom jogo\tExcelente jogo',pos
'Trava no L3\tSeria otimos se voces fizessem uma atualizaçao, porque tenho dois problemas: travamento e letra pequena. Jogo trava toda hora, quando vai jogar a bolinha. E a letra/fonte do jogo ta muito pequena, nao da pra ler direito. Corrijam por favor!',neu
'Ny\tMuito maneiro',pos
'NEI\tMuito bom.',pos
'bom\té legal',pos
'Bom\tBom pra passar o tempo',pos
'Bom pra passar tempo\tA única coisa chata e que tem muita propaganda.',neu
'Jogo\tMuitao bom . gostei pela rapidez do dispositivo',pos
'Legal\tMuito bom, pena que temos que comprar as moedas.',pos
'Ótimo jogo\tSe quer descontrair de verdade é só baixar e ser feliz....',pos
'Tédio\tChatinho.... Trava um pouco... Desinstalando....',neg
'FILÉ VÉI... =]\tsobrenatural no meu RAZR HD... =)',pos
'Ter que pagar pra conseguir moedas e avançar no jogo é o cúmulo...',neg
'medio\tEsperar para ter moedas e avançar nos niveis... :(',neg
'Da pra jogar\tE legal,mas e meio chato,eu acho que quem abaixar pode gostar,mas pode ser que nao goste,aff\"podem abaixar ss \"okg\"bjsss boa sorte,é legal...',pos
'Trava\tNão consegui jogar pq trava o tempo todo.   Galaxy Grand Duos',neg
'Jogo\tBom',neu
'Gostei\tBom para passar o tempo, o chato é ter que pagar pra continuar o jogo.',pos
'Gostei\tMuito bom',pos
'Otimo passa tempo.......\tBom jogo ...... ajuda a passar o tempo......',pos
'Feer play e foda.\tVocê baixa gratuitamente, mais.para desbloquear os níveis precisa comprar as moedas do jogo. Pegadinha.',neg
'Parabens\tMuito bom mesmo. Parabens: )',pos
'Bem divertido\tOtimo passatempo',pos
'Paulo\tJogo mto bom recomendo',pos
':)\tMuito bom',pos
'Bom\tMuito bom o jogo',pos
'Travou de primeira.\tGalaxy Grand Duos',neg
':)\tDá pra gastar um tempo',pos
'Adorei\tEm alguns moments o jogo trava. Mas eh bem bacana',pos
'Ótimo\tGostei muito do estilo do jogo recomendo muito',pos
'Muito Bom\tInstalei para ser jogado casualmente mas fiquei viciada...',pos
'Nada a declarar\tNada a declarar',pos
'Paga para jogar\tRuim ter que pagar pra desbloquear níveis',neu
'Muito bom\tJogo muito divertido',pos
'Muito bom\tBom e+',pos
'S3\tAtualizem. ..o jogo trava meu celular. ..mas. O jogo é bom..tirando isso atualizar esse bug q tá tirando minha paciência. .por favor atualize.',pos
'Excelente\tMto bom, viciante...',pos
'Muito bom.\tMuito bom.',pos
'péssima resolução\tnão funciona no l5 porque a resolução não é boa e fica travando parece ser um ótimo jogo mas de que adianta ter um celular bom se os melhores jogos não funcionam.',neg
'Nda de gratuito...',neg
'Caro\tFree to.play eh fogo.... Baixa de graça Mas não da Pra completar sem gastar dinheiro',neg
'Bom\tExcelente!',pos
'Otimo passatempo\tCada nivel tem um cenario diferente, muito legal.',pos
'Cuidado com as ofertas instantaneas\tEssa coisa de precisar de moedas pra desbloquer niveis é barril! Achei pegadinha',neu
':0\tMaior legal esse jogo',pos
'Muito bom\tViciante.',pos
'Legal\tBom pra passar o tempo',pos
'Engraçado\tMuito engraçado. Só acho que é muito difícil conseguir estrelas para desbloquear os episódios mais avançados.',pos
'Muito bonito, mas\té apenas mais um daqueles \"JOGOS GRÁTIS\"!',neg
'Estou adorando......',pos
'Passatempo Genial\tEstou adorando o jogo B-)',pos
'Amei o jogo\tAdorei o jogo agora sei fazer pipoca :-)',pos
'Baixando\tE rapido pra baixar  começo no 1 e jà ta no 11',neu
'Orrivel\tNaaao teem nadaa praa fazerr nessa porra de jogo tnc',neg
'Legal\tAmo o site deste jogo 667games é muito bom e o jogo também é 10',pos
'Mais ou menos\tÉ legal mais depois fica chato :/',neg
'Pessimo!!\tÉ chato!!! Vc so faz a pipoca e depois enfeita....',neg
'Mais ou menos legal',neg
'Bom\tGostei do jogo , nao trava nem um pouco , mais é um pouquinho sem graça . Então nota 4 .. acima da media',pos
'Ridículo\tMuito  feio !!!',neg
'Arrumam essa porcaria!!!\tRuim demais',neg
'Horrível\tNão baixem vão perder o tempo de Vcs vão por mim não baixem',neg
'Gostei\tLegal muito daora',pos
'Demora muito pra carregar e fica travando na hora q carrega.Muito ruim perca de tempo',neg
'Nao gostei\tMuito sem graça esse jogo,só colocar o óleo o milho oo enfeite e pronto,pensei que era legal como diziam',neg
'Ok\tE bem legal pois pessoas n sabem li dar com o jogo dai descontam na avaliacao e os outoros o seguem',pos
'Kkkk\tEu so to abaixando por causa de outro jogo',neu
'E tem rasão e um jogo legal',pos
'Ruim\tAchei muito sem graca',neg
'Péssimo\tMuito intediamte sem graça. Merece 1 estrela',neg
'Hum...\tSem graça....',neg
'Chato\tEle não tem nada de mais',neg
'mentira\tAte que eu gosto deses jogos',pos
'Na verdade\tNão é ruim como vcs dizem..é legal,pode ser trabalho mal feito... ¤_    E daí?    É legal!!',neu
'Bom\tE sem graca maiis e bomzinhuu',neu
'Que ruim\tEu não consigo baixar parou no 7\%',pos
':-)\tso estou baixando por causa de outro jogo',neg
'Nao baixen\tMuito ruin nao aparece direito e travou o. Meu LG optimos',neg
'Testar\tEstou baiixando por causa de outro jogo,vou testar agr',neg
'Ainda Estou Baixando\tParece Seer Legal :-)',neu
'Popcorn maker\tOtimo amei',neu
'não sei\tNão sei se e bom mais espero que seja',neu
'Orrivel\tE tao sem graca. Nao baixem',neg
'Este jogo e muito ruim\tJogo ruim não baixe',neg
'Chato\tQ jogo mais sem graça,poucas opções muito chato melhore isso ai!!',neg
'Nao baixem\tKi jogo nao prexta',neg
'Muito bom\tAdorei pra todos q falam q e uma merda estao errados eu recomendo pessoal',pos
'Eu amo carrossel\tMuito legal o capoitulo de hoje ne pessoal',pos
'merda\té orivel',neg
'engraçado\tporem...tedioso',neg
'Exelemte. Ja sou um mestre cuca em faser pipoca.shwooooo.',pos
'Otimo\tEu adorei!!',pos
'Foi rápido\tFoi rápido mais e chatinho n recomendo',neu
'Porra\tE uma  desgraca porra e puta nao vale a pena',neg
'Orrtivel\tPerda de tempo Meninas',neg
'Um tedio esse jogo\tNossa muito chato nao tem gracas mesmo muitooooo chato nao baixe vai perde tempo',neg
'Bom\tAcabei de jogo e encrivel',pos
'Bom demais.mas to.no celular\tE  muito bom viu vou add nos favoritos!!!!',pos
'Chatoo\tParece ser legal mas nao baixa deve ser a net ela ta ruim',neg
'Bom gostei',pos
'Meninas que curtem uma otima make, aprendam a fazer preparação de pele: vá no youtube e acesse \"mih azevedo\" vejam o video #DeLike',neg
'Otmo. Mas demora d baixar.',pos
'adorei\te muito legal esse aplicativo',pos
'Legal,nunca joguei mas legal\tMeu celu nao ta legal o cartao de memoria ta foda e o jogo nao entrou!',pos
'Samara..\tParece ser legal mais vou confirma quando eu joga...',pos
'Minha sobrinha amouu nossa\tMinha sobrinha  so joga esse jogo . Nossa',pos
'5\tQue jogo muito legal...',pos
'Galaxi s 2\to jogo é bom minha irma joga toda hr',neg
'Ruim...\tGente é orivel. Não recomendo',neg
'Camila lorrany\tEstou baixando espero que seja bom !!!!!!!!!!!!100\%',pos
'To baixando\tAcho que é bom  .',pos
'Legal\tRecomendo o app e bom. Da para troca o cabelo, roupa e etc. Só deveria ter mais coisas.',pos
'Chato\tSó da pra mudar a cor da pele',neg
'Aff\tSo da p vestir ela da barriga p cima,,,',neg
'.....\tBaixo muito rapido',neg
'Eu Odeio com O maiusculo',neg
'Minha filha amou\tO jogo e muito bom minha filha fica jogando toda hora',pos
'Muito chato\tRuim demais',neg
'Vamos ver\tAcho que e bom',neu
'Estou baixando deve ser lega!!!!',pos
'Bom pelo menos n eh coco nem um cocozinho mas eh bom recomendo',pos
'Ruiimm\tRuim de mais , naum tem quase nd pra fazer naum recomendo',neg
'Demais\tEu amei esse jogo eu amei que demais',pos
'Olha ese jogo e bom ele carega rapidinho a meiiiiii..',pos
'Legal\tÉ muito bom esse jogo...',neu
'Não sei se é bom\tEstou instalando não sei se é bom',neg
'Ótimo melhoe jogo para android de todos os tempos\tNo meu galaxy y rodou ótimo e no galaxy s2 da minha mãe ficou com a resolução melhor ainda e no da minha irmã o mini s3 rodou mto bem tb só ñ instalo no do meu pai pq é jogo feminino mas esse é o melhor App de todos os tempos',pos
'galaxy tablet 2\tchato nao baixem e muito muito mesmo chato nao baixem e uma coisa chata muito ruin',neg
'Uma estrela\tQuando vão  fazer um jogo melhor? Ruin ate d+',neg
'Nao Vou testar tauves',pos
'Esse e muito legal...',neu
'num sei\tto baxano já ta em 29\% eu acho que deve  ser chato. vamos ver',neg
'Só da pra escolher a cor da pele da garota e pronto mais eu acho que e por que no meu mox androide nao pega mais eu recomendo',neg
'Parece ser bom to baixando comecei a baixar 12:45 e tá em 17\%',neu
'Galaxi y\tDemora mt pra baixar + minha filha adoroou!!!!!',pos
'Acho que sim...\tEstou baixando ele e acho que ele e legal dando pra ver a imagem eu acho que eu vou gostar bastante dele',pos
'Jogos  d',pos
'Não instale vai se arrepender\tHorrivel é só pra vestir a garota e acaba o jogo',neg
'mto chato\tn tem nada de legal para se fazer no jogo',neg
'+ -\tE um pouco bom!',neu
'Mt bom\tE massa',pos
'Natal dress up,maquiagm\tParese ser bem legal avaliem os outros jogos que gostarem ou noa thau pessoal',pos
'Adoru\tAdorei o jogo e mara ha muito bom amei de paixão yupiii!!!',pos
'Gabrielle\tE bom e adorei !',pos
'Geovana\tMuito bom mas pouco sem graça',pos
'Este jogo é fixe......',pos
'Nao sei si e bom debora',pos
Legalzinhoo...,pos
'Mto bom\tMinha filha de 4 anos se diverte...otima distracao',pos
'amanda\tmuito bom mais vamos ver si no meu galayx vai funcionar',pos
'Gostiii!\tEu procurava um jogo de maquiagem da avon e não achei, então descobri esse!Perfect! - Luiza - Galaxy Y - PS.: Apenas os meninos taum xingando',pos
'tata SP AMO VOCEISSSS2\tnossa esse jogo e muito ruim eres uma merda',neg
'Maqui\tMuito bom',neu
'Muitoo boom...\tAmei, O jogo é 10!!! Muito bom!!!',pos
'nao eh o q eu esperava.. mas ta bao',neg
'Bomzinho\tBom',neg
'Pho acho q essa buneka podia fz mais coisa jg sem graça!',neg
'Bom\tE muito legal',pos
'Nao sei\tVou testar ainda depois eu posto',neg
'Poucas opções',neu
'Legal\tÉ muito legal eu adoro esses jogo mas oque eu acho chato é os comemtario que as pessoas não sabe valoriza.',pos
'Odiei\tNão baixem ruim d+ e demora muito para carregar o jogo',neg
'Mintirosos\tNo meu tlabet roda perfeitamente seus bando se filho da puta',pos
'Baixando\tVolta baixar não vão atrás dos comentários',neu
'Ta baixando\tNos comentários todos falaram que esse jogo é mto ruim então vou baixar pra ver',neu
'Lindo\tMuito massa lindo demais dou 100000estrelas\'pra que nao gosta 0 estrelas ......',pos
'Ta baixando\tEstou baixando por enquanto ta normal vamos ver se e bom ou nao !',neu
'Muito bom!!!!!♥♡\tEu adorei esse jogo? A resposta é SIM, só com algumas exesções porque dá muito BUG.',pos
'Demora\tDemora muito. Mais fazer o que se não tenho o que fazer .',pos
'Pessimo\tEu instalei mas o jogo n entra, n instalem e peerca de tempo >:(',neg
'Mais ou menos\tEu achei legal mas meio enjoativo. Mas baixm é legal.',neu
'Maravilhoso\tO meu nao deu problema nenhum   instalou tudo de boa e jogo tbm de boa o meu nao trava não',pos
'Uma pessoa',pos
'Eu estou baixando e nao sai do 100\tEu estou baixando e nao sai do 100',neu
'Péssimo\tNem mal baixei essa droga jà travou !!! Não percam tempo  :@',neg
'Verdade se nao é bom exclue o que eu sempre faco',pos
